Mod:Item:MetaData, Localized Name
hbm:fluid_barrel_full:0, Fluid Barrel: Xenon-Mercury Plasma
hbm:fluid_barrel_full:0, Fluid Barrel: Balefire Plasma
hbm:fluid_barrel_full:0, Fluid Barrel: Pandemonium(III)tantalite Solution
hbm:fluid_barrel_full:0, Fluid Barrel: Liquid Nuclear Waste
hbm:fluid_barrel_full:0, Fluid Barrel: Gaseous Nuclear Waste
hbm:fluid_barrel_full:0, Fluid Barrel: Gasoline
hbm:fluid_barrel_full:0, Fluid Barrel: Low-Pressure Steam
hbm:fluid_barrel_full:0, Fluid Barrel: Stereotypical Green Ooze
hbm:fluid_barrel_full:0, Fluid Barrel: Radiated Water
hbm:fluid_barrel_full:0, Fluid Barrel: Poisonous Mud
hbm:fluid_barrel_full:0, Fluid Barrel: Schrabidic Acid
hbm:fluid_barrel_full:0, Fluid Barrel: Corium
hbm:fluid_barrel_full:0, Fluid Barrel: Volcanic Lava
hbm:fluid_barrel_full:0, Fluid Barrel: Plant Oil
hbm:fluid_barrel_full:0, Fluid Barrel: Ethanol
hbm:fluid_barrel_full:0, Fluid Barrel: Biodiesel
hbm:fluid_barrel_full:0, Fluid Barrel: Liquid Concrete
hbm:fluid_barrel_full:0, Fluid Barrel: Napalm
hbm:fluid_barrel_full:0, Fluid Barrel: Essence
hbm:fluid_barrel_full:0, Fluid Barrel: Liquid Meat
hbm:fluid_barrel_full:0, Fluid Barrel: Latex
hbm:fluid_barrel_full:0, Fluid Barrel: Sewage
hbm:fluid_barrel_full:0, Fluid Barrel: Sludge
hbm:fluid_barrel_full:0, Fluid Barrel: Pink Slime
hbm:fluid_barrel_full:0, Fluid Barrel: Protein
hbm:fluid_barrel_full:0, Fluid Barrel: Raw Ore Meat
hbm:fluid_barrel_full:0, Fluid Barrel: Fermented Ore Meat
hbm:fluid_barrel_full:0, Fluid Barrel: Exhaust Steam
hbm:fluid_barrel_full:0, Fluid Barrel: Distilled Water
hbm:fluid_barrel_full:0, Fluid Barrel: Flue Gas
hbm:fluid_barrel_full:0, Fluid Barrel: High Pressure Steam
hbm:fluid_barrel_full:0, Fluid Barrel: Hot Spring Water
hbm:fluid_barrel_full:0, Fluid Barrel: Molten Salt
hbm:fluid_barrel_full:0, Fluid Barrel: Molten Sodium
hbm:fluid_barrel_full:0, Fluid Barrel: Superheated Molten Sodium
hbm:fluid_barrel_full:0, Fluid Barrel: Chlorine
hbm:fluid_barrel_full:0, Fluid Barrel: Creeper Acid
hbm:fluid_barrel_full:0, Fluid Barrel: Infected Purlonite Water
hbm:fluid_barrel_full:0, Fluid Barrel: Infected Purlonite Lava
hbm:fluid_barrel_full:0, Fluid Barrel: Cheese Milk
hbm:fluid_barrel_full:0, Fluid Barrel: Gaseous Cheese Milk
hbm:fluid_barrel_full:0, Fluid Barrel: Infected Water
hbm:fluid_barrel_full:0, Fluid Barrel: Helium Gas
hbm:fluid_barrel_full:0, Fluid Barrel: Nuclear Waste
hbm:fluid_barrel_full:0, Fluid Barrel: Purified Water
hbm:fluid_barrel_full:0, Fluid Barrel: Etching Acid
hbm:fluid_barrel_full:0, Fluid Barrel: Liquid Plastic
hbm:fluid_barrel_full:0, Fluid Barrel: LPG
hbm:fluid_barrel_full:0, Fluid Barrel: Olive Oil
hbm:fluid_barrel_full:0, Fluid Barrel: Ironberry Juice
hbm:fluid_barrel_full:0, Fluid Barrel: Wildberry Juice
hbm:fluid_barrel_full:0, Fluid Barrel: Grape Juice
hbm:fluid_barrel_full:0, Fluid Barrel: Apple Juice
hbm:fluid_barrel_full:0, Fluid Barrel: Ale Wort
hbm:fluid_barrel_full:0, Fluid Barrel: Honey
hbm:fluid_barrel_full:0, Fluid Barrel: Ale
hbm:fluid_barrel_full:0, Fluid Barrel: Cider
hbm:fluid_barrel_full:0, Fluid Barrel: Iron Wine
hbm:fluid_barrel_full:0, Fluid Barrel: Mead
hbm:fluid_barrel_full:0, Fluid Barrel: Wildberry Wine
hbm:fluid_barrel_full:0, Fluid Barrel: Wine
hbm:fluid_barrel_full:0, Fluid Barrel: Nutrient Distillation
hbm:fluid_barrel_full:0, Fluid Barrel: Dew of the Void
hbm:fluid_barrel_full:0, Fluid Barrel: Vapor of Levity
hbm:fluid_barrel_full:0, Fluid Barrel: Hootch
hbm:fluid_barrel_full:0, Fluid Barrel: Rocket Fuel
hbm:fluid_barrel_full:0, Fluid Barrel: Fire Water
hbm:fluid_barrel_full:0, Fluid Barrel: Liquid Sunshine
hbm:fluid_barrel_full:0, Fluid Barrel: Cloud Seed
hbm:fluid_barrel_full:0, Fluid Barrel: Concentrated Cloud Seed
hbm:fluid_barrel_full:0, Fluid Barrel: Fluid Yellorium
hbm:fluid_barrel_full:0, Fluid Barrel: Fluid Cyanite
hbm:fluid_barrel_full:0, Fluid Barrel: fluid.fuelcolumn
hbm:fluid_barrel_full:0, Fluid Barrel: Ichor
hbm:fluid_barrel_infinite, Infinite Fluid Barrel
hbm:siren_track:1, Siren Track
hbm:siren_track:2, Siren Track
hbm:siren_track:3, Siren Track
hbm:siren_track:4, Siren Track
hbm:siren_track:5, Siren Track
hbm:siren_track:6, Siren Track
hbm:siren_track:7, Siren Track
hbm:siren_track:8, Siren Track
hbm:siren_track:9, Siren Track
hbm:siren_track:10, Siren Track
hbm:siren_track:11, Siren Track
hbm:siren_track:12, Siren Track
hbm:siren_track:13, Siren Track
hbm:siren_track:14, Siren Track
hbm:siren_track:15, Siren Track
hbm:siren_track:16, Siren Track
hbm:siren_track:17, Siren Track
hbm:siren_track:18, Siren Track
hbm:siren_track:19, Siren Track
hbm:siren_track:20, Siren Track
hbm:ff_fluid_duct, Fluid Duct:
hbm:inf_water, Infinite Water Tank
hbm:inf_water_mk2, Heavy Infinite Water Tank
hbm:gas_empty, Empty Gas Tank
hbm:detonator, Detonator
hbm:detonator_multi, Multi Detonator
hbm:detonator_laser, Laser Detonator
hbm:detonator_deadman, Dead Man's Detonator
hbm:detonator_de, Dead Man's Explosive
hbm:igniter, Igniter
hbm:linker, Telelinker
hbm:chopper, Hunter Chopper
hbm:spawn_worm, Balls-O-Tron Prime
hbm:spawn_ufo, Martian Invasion Ship
hbm:bomb_caller:0, Airstrike Designator
hbm:bomb_caller:0, Airstrike Designator
hbm:bomb_caller:0, Airstrike Designator
hbm:bomb_caller:0, Airstrike Designator
hbm:bomb_caller:0, Airstrike Designator
hbm:crate_caller, Supply Drop Requester
hbm:meteor_remote, Meteorite Remote
hbm:reactor_sensor, Reactor Remote Sensor
hbm:oil_detector, Oil Reservoir Detector
hbm:hazmat_helmet, Hazmat Helmet
hbm:hazmat_plate, Hazmat Chestplate
hbm:hazmat_legs, Hazmat Leggings
hbm:hazmat_boots, Hazmat Boots
hbm:hazmat_helmet_red, Advanced Hazmat Helmet
hbm:hazmat_plate_red, Advanced Hazmat Chestplate
hbm:hazmat_legs_red, Advanced Hazmat Leggings
hbm:hazmat_boots_red, Advanced Hazmat Boots
hbm:hazmat_helmet_grey, High-Performance Hazmat Helmet
hbm:hazmat_plate_grey, High-Performance Hazmat Chestplate
hbm:hazmat_legs_grey, High-Performance Hazmat Leggings
hbm:hazmat_boots_grey, High-Performance Hazmat Boots
hbm:hazmat_paa_helmet, PaA Battle Hazmat Suit Helmet
hbm:hazmat_paa_plate, PaA Battle Hazmat Suit Chestplate
hbm:hazmat_paa_legs, PaA Battle Hazmat Suit Leggings
hbm:hazmat_paa_boots, PaA Battle Hazmat Suit Boots
hbm:liquidator_helmet, Liquidator Suit Helmet
hbm:liquidator_plate, Liquidator Suit Chestplate
hbm:liquidator_legs, Liquidator Suit Leggins
hbm:liquidator_boots, Liquidator Suit Boots
hbm:australium_iii, Mark III Life Extender
hbm:asbestos_helmet, Fire Proximity Helmet
hbm:asbestos_plate, Fire Proximity Chestplate
hbm:asbestos_legs, Fire Proximity Leggings
hbm:asbestos_boots, Fire Proximity Boots
hbm:schrabidium_helmet, Schrabidium Helmet
hbm:schrabidium_plate, Schrabidium Chestplate
hbm:schrabidium_legs, Schrabidium Leggings
hbm:schrabidium_boots, Schrabidium Boots
hbm:euphemium_helmet, Euphemium Helmet
hbm:euphemium_plate, Euphemium Chestplate
hbm:euphemium_legs, Euphemium Leggings
hbm:euphemium_boots, Euphemium Boots
hbm:jackt, Damn Stylish Ballistic Jacket
hbm:jackt2, Damn Stylish Ballistic Jacket 2: Tokyo Drift
hbm:ajro_helmet, AJR Power Armor Helmet
hbm:ajro_plate, AJR Power Armor Chestplate
hbm:ajro_legs, AJR Power Armor Leggings
hbm:ajro_boots, AJR Power Armor Boots
hbm:rpa_helmet, Remnants Helmet
hbm:rpa_plate, Remnants Chestplate
hbm:rpa_legs, Remnants Leggings
hbm:rpa_boots, Remnants Boots
hbm:fau_helmet, Fau Helmet
hbm:fau_plate, Fau Chestplate
hbm:fau_legs, Fau Leggins
hbm:fau_boots, Fau Boots
hbm:dns_helmet, DNT Nano Suit Helmet
hbm:dns_plate, DNT Nano Suit Chestplate
hbm:dns_legs, DNT Nano Suit Leggings
hbm:dns_boots, DNT Nano Suit Boots
hbm:chainsaw, Chainsaw
hbm:alloy_helmet, Advanced Alloy Helmet
hbm:alloy_plate, Advanced Alloy Chestplate
hbm:alloy_legs, Advanced Alloy Leggings
hbm:alloy_boots, Advanced Alloy Boots
hbm:cmb_helmet, CMB Steel Helmet
hbm:cmb_plate, CMB Steel Chestplate
hbm:cmb_legs, CMB Steel Leggings
hbm:cmb_boots, CMB Steel Boots
hbm:paa_plate, PaA Chest Protection Plate
hbm:paa_legs, PaA Leg Reinforcements
hbm:paa_boots, PaA "good ol' shoes"
hbm:security_helmet, Security Helmet
hbm:security_plate, Security Chestplate
hbm:security_legs, Security Leggings
hbm:security_boots, Security Boots
hbm:steel_helmet, Steel Helmet
hbm:steel_plate, Steel Chestplate
hbm:steel_legs, Steel Leggings
hbm:steel_boots, Steel Boots
hbm:titanium_helmet, Titanium Helmet
hbm:titanium_plate, Titanium Chestplate
hbm:titanium_legs, Titanium Leggings
hbm:titanium_boots, Titanium Boots
hbm:t45_helmet, T45 Power Armor Helmet
hbm:t45_plate, T45 Power Armor Chestplate
hbm:t45_legs, T45 Power Armor Leggings
hbm:t45_boots, T45 Power Armor Boots
hbm:cobalt_helmet, Cobalt Helmet
hbm:cobalt_plate, Cobalt Chestplate
hbm:cobalt_legs, Cobalt Leggings
hbm:cobalt_boots, Cobalt Boots
hbm:starmetal_helmet, Starmetal Helmet
hbm:starmetal_plate, Starmetal Chestplate
hbm:starmetal_legs, Starmetal Leggings
hbm:starmetal_boots, Starmetal Boots
hbm:ajr_helmet, Steel Ranger Helmet
hbm:ajr_plate, Steel Ranger Chestplate
hbm:ajr_legs, Steel Ranger Leggings
hbm:ajr_boots, Steel Ranger Boots
hbm:bj_helmet, Eyepatch with Thermal Sensor
hbm:bj_plate, Lunar Cybernetic Plating
hbm:bj_plate_jetpack, Lunar Cybernetic Plating (Winged)
hbm:bj_legs, Lunar Cybernetic Leg Replacements
hbm:bj_boots, Lunar Studded Boots
hbm:hev_helmet, HEV Mark IV Helmet
hbm:hev_plate, HEV Mark IV Chestplate
hbm:hev_legs, HEV Mark IV Leggings
hbm:hev_boots, HEV Mark IV Boots
hbm:goggles, Protection Goggles
hbm:ashglasses, Ash Goggles
hbm:gas_mask, Gas Mask
hbm:gas_mask_m65, M65-Z Gas Mask
hbm:gas_mask_mono, Half Mask
hbm:nossy_hat, Fabulous Hat
hbm:beta, Beta Features
hbm:jetpack_boost, Boostpack
hbm:jetpack_break, Breakpack
hbm:jetpack_fly, Jetpack
hbm:jetpack_vector, Vectored Jetpack
hbm:jetpack_glider, Glider Jetpack
hbm:wings_murk, Murky Wings
hbm:wings_limp, Limp Wings
hbm:cape_radiation, Cape (Radiation)
hbm:cape_gasmask, Cape (Gas Mask)
hbm:cape_schrabidium, Cape (Schrabidic)
hbm:schrabidium_hammer, Schrabidium Hammer
hbm:shimmer_sledge, Shimmer Sledge
hbm:shimmer_axe, Shimmer Axe
hbm:ullapool_caber, Ullapool Caber
hbm:euphemium_stopper, Stopper
hbm:matchstick, Matchstick
hbm:balefire_and_steel, Balefire and Steel
hbm:wrench, Pipe Wrench
hbm:wrench_flipped, Blade on a Wrench
hbm:memespoon, §eMarket Gardener
hbm:wood_gavel, Wooden Gavel
hbm:lead_gavel, Leaden Gavel
hbm:diamond_gavel, Diamond Gavel
hbm:mese_gavel, Mese Gavel
hbm:multitool_hit, Power Fist (Fist)
hbm:multitool_dig, Power Fist (Digging Claw)
hbm:multitool_silk, Power Fist (Silk Touch Claw)
hbm:multitool_ext, Power Fist (Ore Extractor)
hbm:multitool_miner, Power Fist (Extracting Mining Laser)
hbm:multitool_beam, Power Fist (Zapper)
hbm:multitool_sky, Power Fist (Crack the Sky)
hbm:multitool_mega, Power Fist (Super Punch)
hbm:multitool_joule, Power Fist (Giga Joule)
hbm:multitool_decon, Power Fist (Decontaminator)
hbm:gun_b92, §9B92 Energy Pistol§r
hbm:gun_b93, §cB93 Energy Mod§r
hbm:gun_revolver_iron, Simple Revolver
hbm:gun_revolver, Enhanced Revolver
hbm:gun_revolver_saturnite, Saturnite Shooter
hbm:gun_revolver_gold, Golden Revolver
hbm:gun_revolver_lead, Nuka Revolver
hbm:gun_revolver_schrabidium, Schrabidium Revolver
hbm:gun_revolver_cursed, Cursed Revolver
hbm:gun_revolver_nightmare, Nightmare Revolver (Original)
hbm:gun_revolver_nightmare2, Nightmare Revolver (Dark)
hbm:gun_revolver_pip, Lil' Pipsqueak
hbm:gun_revolver_nopip, Novac
hbm:gun_revolver_blackjack, Blackjack Five-Shooter
hbm:gun_revolver_silver, Lent Gun					
hbm:gun_revolver_red, Red Key Revolver
hbm:gun_deagle, Big Iron
hbm:gun_flechette, Flechette Rifle
hbm:gun_ar15, Josh
hbm:gun_uboinik, Uboinik
hbm:gun_supershotgun, item.gun_supershotgun.name
hbm:gun_jshotgun, Occult Shotgun
hbm:gun_ks23, Samuel the Big Shotgun
hbm:gun_sauer, Stan Sauer's Shotgun
hbm:gun_calamity, Calamity
hbm:gun_calamity_dual, Saddle Gun
hbm:gun_minigun, CZ53 Personal Minigun
hbm:gun_avenger, CZ57 Avenger Minigun
hbm:gun_lacunae, CZ33 Abaddon
hbm:gun_bolt_action, Dream Bolt-Action Rifle (Original)
hbm:gun_bolt_action_green, Dream Bolt-Action Rifle (Green)
hbm:gun_uzi, IMI Uzi
hbm:gun_uzi_silencer, IMI Uzi with Silencer
hbm:gun_uzi_saturnite, Saturnite Uzi
hbm:gun_uzi_saturnite_silencer, Saturnite Uzi with Silencer
hbm:gun_mp40, Submachine Gun
hbm:gun_thompson, Thompson Submachine Gun
hbm:gun_rpg, Carl Gustav Recoilless Rifle
hbm:gun_karl, Karl
hbm:gun_panzerschreck, Panzerschreck
hbm:gun_quadro, Quattro Formaggi
hbm:gun_lever_action, Mare's Leg (Original)
hbm:gun_lever_action_dark, Mare's Leg (Dark)
hbm:gun_hk69, Grenade Pistol
hbm:gun_spark, Spark Plug
hbm:gun_fatman, M42 Nuclear Catapult "Fat Man"
hbm:gun_proto, M42 Nuclear Catapult "Proto MIRV"
hbm:gun_mirv, M42 Nuclear Catapult "Experimental MIRV"
hbm:gun_bf, BEL
hbm:gun_zomg, ZOMG Cannon
hbm:gun_xvl1456, XVL1456 Tau Cannon Prototype
hbm:gun_hp, HPP Lazerjet
hbm:gun_defabricator, Defabricator
hbm:gun_vortex, Vortex
hbm:cc_plasma_gun, [WIP] CC Plasma Gun
hbm:gun_egon, Gluon Gun
hbm:gun_euthanasia, Euthanasia
hbm:gun_stinger, FIM-92 Stinger
hbm:gun_skystinger, The One Sky Stinger
hbm:gun_mp, Pacifist's Machine Gun
hbm:gun_bolter, Bolter
hbm:gun_brimstone, item.gun_brimstone.name
hbm:gun_cryolator, The Cryolator
hbm:gun_jack, Jackhammer
hbm:gun_immolator, The Immolator
hbm:gun_flamer, Mister Topaz
hbm:gun_osipr, Overwatch Standard Issue Pulse Rifle
hbm:gun_emp, EMP Gun
hbm:gun_moist_nugget, Mosin-Nagant
hbm:gun_super_shotgun, Super Shotgun
hbm:gun_revolver_inverted, Flipped Revolver
hbm:gun_lever_action_sonata, Flipped Mare's Leg
hbm:gun_bolt_action_saturnite, Saturnite Rifle
hbm:gun_folly, Prototype Digamma "Folly"
hbm:gun_dampfmaschine, Totally Not a Joke Weapon
hbm:gun_darter, Dart Gun
hbm:crucible, Crucible
hbm:hs_sword, Ultrahard Steel Sword
hbm:hf_sword, High Frequency Sword
hbm:ingot_steel, Steel Ingot
hbm:ingot_titanium, Titanium Ingot
hbm:ingot_copper, Industrial Grade Copper
hbm:ingot_red_copper, Minecraft Grade Copper
hbm:ingot_advanced_alloy, Advanced Alloy Ingot
hbm:ingot_tungsten, Tungsten Ingot
hbm:ingot_aluminium, Aluminium Ingot
hbm:ingot_beryllium, Beryllium Ingot
hbm:ingot_lead, Lead Ingot
hbm:ingot_asbestos, Asbestos Sheet
hbm:ingot_magnetized_tungsten, Magnetized Tungsten Ingot
hbm:ingot_combine_steel, CMB Steel Ingot
hbm:ingot_dura_steel, High-Speed Steel Ingot
hbm:ingot_technetium, Technetium-99 Ingot
hbm:ingot_tcalloy, Technetium Steel Ingot
hbm:ingot_polymer, Polymer Bar
hbm:ingot_desh, Desh Ingot
hbm:ingot_saturnite, Saturnite Ingot
hbm:ingot_starmetal, §9Starmetal Ingot§r
hbm:ingot_euphemium, Euphemium Ingot
hbm:ingot_dineutronium, Dineutronium Ingot
hbm:ingot_bismuth, Bismuth Ingot
hbm:ingot_zirconium, Zirconium Cube
hbm:ingot_th232, Thorium-232 Ingot
hbm:ingot_uranium, Uranium Ingot
hbm:ingot_u233, Uranium-233 Ingot
hbm:ingot_u235, Uranium-235 Ingot
hbm:ingot_u238, Uranium-238 Ingot
hbm:ingot_u238m2:0, Metastable Uranium-238-2 Ingot
hbm:ingot_plutonium, Plutonium Ingot
hbm:ingot_pu238, Plutonium-238 Ingot
hbm:ingot_pu239, Plutonium-239 Ingot
hbm:ingot_pu240, Plutonium-240 Ingot
hbm:ingot_pu241, Plutonium-241 Ingot
hbm:ingot_pu_mix, Reactor Grade Plutonium Ingot
hbm:ingot_am241, Americium-241 Ingot
hbm:ingot_am242, Americium-242 Ingot
hbm:ingot_am_mix, Reactor Grade Americium Ingot
hbm:ingot_schraranium, Schraranium Ingot
hbm:ingot_schrabidium, Schrabidium-326 Ingot
hbm:ingot_schrabidate, Ferric Schrabidate Ingot
hbm:ingot_uranium_fuel, Ingot of Uranium Fuel
hbm:ingot_plutonium_fuel, Ingot of Plutonium Fuel
hbm:ingot_neptunium_fuel, Neptunium Fuel Ingot
hbm:ingot_mox_fuel, Ingot of MOX Fuel
hbm:ingot_americium_fuel, Ingot of Americium Fuel
hbm:ingot_thorium_fuel, Ingot of Thorium Fuel
hbm:ingot_schrabidium_fuel, Ingot of Schrabidium Fuel
hbm:ingot_neptunium, Neptunium-237 Ingot
hbm:ingot_tennessine, Tennessine-294 Ingot
hbm:ingot_polonium, Polonium-210 Ingot
hbm:ingot_solinium, Solinium-327 Ingot
hbm:ingot_hes, Highly Enriched Schrabidium Fuel Ingot
hbm:ingot_les, Low Enriched Schrabidium Fuel Ingot
hbm:ingot_phosphorus, Bar of White Phosphorus
hbm:ingot_boron, Boron Ingot
hbm:ingot_graphite, Graphite Ingot
hbm:ingot_fiberglass, Fiberglass Bar							 
hbm:ingot_smore, S'more Ingot
hbm:ingot_niobium, Niobium Ingot
hbm:ingot_actinium, Semi-Stable Actinium Ingot
hbm:ingot_neodymium, Neodymium Ingot
hbm:ingot_bromine, Bromine Ingot
hbm:ingot_caesium, Caesium Ingot
hbm:ingot_cerium, Cerium Ingot
hbm:ingot_lanthanium, Semi-Stable Lanthanium Ingot
hbm:ingot_tantalium, Tantalium Ingot
hbm:ingot_cobalt, Cobalt Ingot
hbm:ingot_co60, Cobalt-60 Ingot
hbm:ingot_strontium, Strontium Ingot
hbm:ingot_sr90, Strontium-90 Ingot
hbm:ingot_iodine, Iodine Ingot
hbm:ingot_i131, Iodine-131 Ingot
hbm:ingot_au198, Gold-198 Ingot
hbm:ingot_pb209, Lead-209 Ingot
hbm:ingot_ra226, Radium-226 Ingot
hbm:ingot_ac227, Actinium-227 Ingot
hbm:ingot_gh336, Ghiorsium-336 Ingot
hbm:ingot_radspice, Neoveline Ingot
hbm:ingot_electronium:0, Electronium Ingot
hbm:ingot_reiium, Reiium Ingot
hbm:ingot_weidanium, Weidanium Ingot
hbm:ingot_australium, Australium Ingot
hbm:ingot_verticium, Verticium Ingot
hbm:ingot_unobtainium, Unobtainium Ingot
hbm:ingot_daffergon, Daffergon Ingot
hbm:ingot_steel_dusted:0, Dusted Steel Ingot
hbm:ingot_chainsteel, Heavy Chainsteel
hbm:ingot_meteorite, Meteorite Ingot
hbm:ingot_meteorite_forged, Forged Meteorite Ingot
hbm:blade_meteorite, Meteorite Blade
hbm:billet_th232, Thorium-232 Billet
hbm:billet_uranium, Uranium Billet
hbm:billet_u233, Uranium-233 Billet
hbm:billet_u235, Uranium-235 Billet
hbm:billet_u238, Uranium-238 Billet
hbm:billet_plutonium, Plutonium Billet
hbm:billet_pu238, Plutonium-238 Billet
hbm:billet_pu239, Plutonium-239 Billet
hbm:billet_pu240, Plutonium-240 Billet
hbm:billet_pu241, Plutonium-241 Billet
hbm:billet_pu_mix, Reactor Grade Plutonium Billet
hbm:billet_am241, Americium-241 Billet
hbm:billet_am242, Americium-242 Billet
hbm:billet_am_mix, Reactor Grade Americium Billet
hbm:billet_neptunium, Neptunium-237 Billet
hbm:billet_polonium, Polonium-210 Billet
hbm:billet_technetium, Technetium-99 Billet
hbm:billet_co60, Cobalt-60 Billet
hbm:billet_sr90, Strontium-90 Billet
hbm:billet_au198, Gold-198 Billet
hbm:billet_pb209, Lead-209 Billet
hbm:billet_ra226, Radium-226 Billet
hbm:billet_ac227, Actinium-227 Billet
hbm:billet_gh336, Ghiorsium-336 Billet
hbm:billet_beryllium, Beryllium Billet
hbm:billet_bismuth, Bismuth Billet
hbm:billet_zirconium, Zirconium Billet
hbm:billet_zfb_bismuth, Bismuth ZFB Billet
hbm:billet_zfb_pu241, Pu-241 ZFB Billet
hbm:billet_zfb_am_mix, Americium ZFB Billet
hbm:billet_solinium, Solinium-327 Billet
hbm:billet_schrabidium, Schrabidium-326 Billet
hbm:billet_thorium_fuel, Thorium Fuel Billet
hbm:billet_uranium_fuel, Uranium Fuel Billet
hbm:billet_mox_fuel, MOX Fuel Billet
hbm:billet_plutonium_fuel, Plutonium Fuel Billet
hbm:billet_neptunium_fuel, Neptunium Fuel Billet
hbm:billet_americium_fuel, Americium Fuel Billet
hbm:billet_schrabidium_fuel, Schrabidium Fuel Billet
hbm:billet_les, Low Enriched Schrabidium Fuel Billet
hbm:billet_hes, Highly Enriched Schrabidium Fuel Billet
hbm:billet_po210be, Po210Be Billet
hbm:billet_ra226be, Ra226Be Billet
hbm:billet_pu238be, Pu238Be Billet
hbm:billet_unobtainium, Unobtainium Neutron Billet
hbm:billet_australium, Australium Billet
hbm:billet_australium_lesser, Australium-405 Billet
hbm:billet_australium_greater, Australium-406 Billet
hbm:billet_yharonite, Yharonite Billet
hbm:billet_balefire_gold, Flashgold Billet
hbm:billet_flashlead, Flashlead Billet
hbm:billet_nuclear_waste, Nuclear Waste Billet
hbm:bio_wafer, Bio Wafer
hbm:nugget_uranium, Uranium Nugget
hbm:nugget_u233, Uranium-233 Nugget
hbm:nugget_u235, Uranium-235 Nugget
hbm:nugget_u238, Uranium-238 Nugget
hbm:nugget_u238m2:0, Metastable U238-2 Nugget
hbm:nugget_plutonium, Plutonium Nugget
hbm:nugget_pu238, Plutonium-238 Nugget
hbm:nugget_pu239, Plutonium-239 Nugget
hbm:nugget_pu240, Plutonium-240 Nugget
hbm:nugget_th232, Thorium-232 Nugget
hbm:nugget_pu241, Plutonium-241 Nugget
hbm:nugget_pu_mix, Reactor Grade Plutonium Nugget
hbm:nugget_am241, Americium-241 Nugget
hbm:nugget_am242, Americium-242 Nugget
hbm:nugget_am_mix, Reactor Grade Americium Nugget
hbm:nugget_technetium, Technetium-99 Nugget
hbm:nugget_neptunium, Neptunium-237 Nugget
hbm:nugget_polonium, Polonium-210 Nugget
hbm:nugget_thorium_fuel, Nugget of Thorium Fuel
hbm:nugget_uranium_fuel, Nugget of Uranium Fuel
hbm:nugget_mox_fuel, Nugget of MOX Fuel
hbm:nugget_plutonium_fuel, Nugget of Plutonium Fuel
hbm:nugget_americium_fuel, Americium Fuel Nugget
hbm:nugget_schrabidium_fuel, Nugget of Schrabidium Fuel
hbm:nugget_neptunium_fuel, Neptunium Fuel Nugget
hbm:nugget_hes, Highly Enriched Schrabidium Fuel Nugget
hbm:nugget_les, Low Enriched Schrabidium Fuel Nugget
hbm:nugget_lead, Lead Nugget
hbm:nugget_beryllium, Beryllium Nugget
hbm:nugget_bismuth, Bismuth Nugget
hbm:nugget_zirconium, Zirconium Splinter
hbm:nugget_tantalium, Tantalium Nugget
hbm:nugget_desh, Desh Nugget
hbm:nugget_solinium, Solinium-327 Nugget
hbm:nugget_schrabidium, Schrabidium-326 Nugget
hbm:nugget_euphemium, Euphemium Nugget
hbm:nugget_dineutronium, Dineutronium Nugget
hbm:nugget_actinium, Actinium Nugget
hbm:nugget_ac227, Actinium-227 Nugget
hbm:nugget_cobalt, Cobalt Nugget
hbm:nugget_co60, Cobalt-60 Nugget
hbm:nugget_strontium, Strontium Nugget
hbm:nugget_sr90, Strontium-90 Nugget
hbm:nugget_pb209, Lead-209 Nugget
hbm:nugget_gh336, Ghiorsium-336 Nugget
hbm:nugget_au198, Gold-198 Nugget
hbm:nugget_ra226, Radium-226 Nugget
hbm:nugget_radspice, Neoveline Nugget
hbm:nugget_reiium, Reiium Nugget
hbm:nugget_weidanium, Weidanium Nugget
hbm:nugget_australium, Australium Nugget
hbm:nugget_australium_lesser, Australium-405 Nugget
hbm:nugget_australium_greater, Australium-406 Nugget
